"Compatibility","EXPA","EXPB","Shape","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color1","color2","color3","color4","color_backend","compensation","coordinates","correct","correct_Target_response","correct_response","count_Block_EXPERIMENT_A","count_Block_EXPERIMENT_B","count_Block_Parctice_B","count_Block_Practice_A","count_Block_reset_EXPERIMENT_A","count_Block_reset_EXPERIMENT_B","count_Block_reset_Practice_A","count_Block_reset_Practice_B","count_Break","count_Decide_Color","count_EXPERIMENT_A","count_EXPERIMENT_B","count_EXP_A","count_EXP_B","count_Feedback","count_Initial","count_Intertrial","count_Practice_A","count_Practice_B","count_Prepare","count_Prepare_circle_compatible","count_Prepare_circle_incompatible","count_Prepare_rect_compatible","count_Prepare_rect_incompatible","count_Procedure_Ins01","count_Procedure_Ins02","count_Procedure_Ins03","count_Ready","count_Response_Ins","count_Select_Experiment","count_Target","count_Target_circle_compatible","count_Target_circle_incompatible","count_Target_rect_compatible","count_Target_rect_incompatible","count_Target_response","count_Target_response_BadResponse","count_Target_response_Correct","count_Target_response_Wrong","count_Target_response_logger","count_Title","count_Trial","count_Trial_EXPERIMENT_A","count_Trial_EXPERIMENT_B","count_Trial_Practice_A","count_Trial_Practice_B","count_experiment","datetime","description","font_bold","font_family","font_italic","font_size","foreground","form_response","height","keyboard_backend","logfile","mouse_backend","opensesame_codename","opensesame_version","practice","repeat_cycle","response","response_Break","response_Feedback","response_Procedure_Ins01","response_Procedure_Ins02","response_Procedure_Ins03","response_Ready","response_Response_Ins","response_Target_response","response_Title","response_time","response_time_Break","response_time_Feedback","response_time_Procedure_Ins01","response_time_Procedure_Ins02","response_time_Procedure_Ins03","response_time_Ready","response_time_Response_Ins","response_time_Target_response","response_time_Title","sampler_backend","soa","start","subject_nr","subject_parity","time_Block_EXPERIMENT_A","time_Block_EXPERIMENT_B","time_Block_Parctice_B","time_Block_Practice_A","time_Block_reset_EXPERIMENT_A","time_Block_reset_EXPERIMENT_B","time_Block_reset_Practice_A","time_Block_reset_Practice_B","time_Break","time_Decide_Color","time_EXPERIMENT_A","time_EXPERIMENT_B","time_EXP_A","time_EXP_B","time_Feedback","time_Initial","time_Intertrial","time_Practice_A","time_Practice_B","time_Prepare","time_Prepare_circle_compatible","time_Prepare_circle_incompatible","time_Prepare_rect_compatible","time_Prepare_rect_incompatible","time_Procedure_Ins01","time_Procedure_Ins02","time_Procedure_Ins03","time_Ready","time_Response_Ins","time_Select_Experiment","time_Target","time_Target_circle_compatible","time_Target_circle_incompatible","time_Target_rect_compatible","time_Target_rect_incompatible","time_Target_response","time_Target_response_BadResponse","time_Target_response_Correct","time_Target_response_Wrong","time_Target_response_logger","time_Title","time_Trial","time_Trial_EXPERIMENT_A","time_Trial_EXPERIMENT_B","time_Trial_Practice_A","time_Trial_Practice_B","time_experiment","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"n","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","blue","red","yellow","legacy","0","uniform","0","0","z","NA","NA","2","NA","NA","NA","NA","2","0","37","0","0","0","0","NA","37","37","0","0","37","37","37","37","37","0","0","0","0","0","0","37","37","37","37","37","37","37","37","37","37","0","37","NA","NA","NA","2","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","d","NA","space","space","space","space","space","None","space","2000","4581","NA","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","NA","2617789","NA","NA","NA","NA","NA","2613206","2647459","NA","NA","NA","2421173","NA","2649076","2647560","NA","2421173","2650076","2644017","2650078","2626719","2632382","2419488","2419800","2420072","2420416","2419080","2417052","2650578","2644520","2650580","2626722","2632886","2650581","2652685","NA","2652583","2652785","2418309","2647459","NA","NA","NA","2617790","2417051","Hommel2002EXP01","0","12000","6","yes","1024"
"n","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","yellow","green","red","blue","legacy","0","uniform","0","0","/","NA","NA","2","NA","NA","NA","NA","2","0","38","0","0","0","0","NA","38","38","0","0","38","38","38","38","38","0","0","0","0","0","0","38","38","38","38","38","38","38","38","38","38","0","38","NA","NA","NA","2","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","d","NA","space","space","space","space","space","None","space","2000","4581","NA","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","NA","2617789","NA","NA","NA","NA","NA","2613206","2653508","NA","NA","NA","2421173","NA","2655128","2653611","NA","2421173","2656128","2644017","2650078","2626719","2656130","2419488","2419800","2420072","2420416","2419080","2417052","2656631","2644520","2650580","2626722","2656633","2656634","2658738","NA","2658636","2658838","2418309","2653508","NA","NA","NA","2617790","2417051","Hommel2002EXP01","0","14000","7","yes","1024"
"n","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","yellow","green","blue","red","legacy","0","uniform","0","0","z","NA","NA","2","NA","NA","NA","NA","2","0","39","0","0","0","0","NA","39","39","0","0","39","39","39","39","39","0","0","0","0","0","0","39","39","39","39","39","39","39","39","39","39","0","39","NA","NA","NA","2","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","d","NA","space","space","space","space","space","None","space","2000","4581","NA","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","NA","2617789","NA","NA","NA","NA","NA","2613206","2659603","NA","NA","NA","2421173","NA","2661237","2659735","NA","2421173","2662237","2644017","2662239","2626719","2656130","2419488","2419800","2420072","2420416","2419080","2417052","2662739","2644520","2662741","2626722","2656633","2662742","2664846","NA","2664744","2664946","2418309","2659603","NA","NA","NA","2617790","2417051","Hommel2002EXP01","0","16000","8","yes","1024"
"n","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","red","yellow","green","legacy","0","uniform","0","0","/","NA","NA","2","NA","NA","NA","NA","2","0","40","0","0","0","0","NA","40","40","0","0","40","40","40","40","40","0","0","0","0","0","0","40","40","40","40","40","40","40","40","40","40","0","40","NA","NA","NA","2","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","d","NA","space","space","space","space","space","None","space","2001","4581","NA","309","269","341","757","405","2001","768","legacy","0","experiment","999","odd","NA","NA","2617789","NA","NA","NA","NA","NA","2613206","2665699","NA","NA","NA","2421173","NA","2667276","2665760","NA","2421173","2668276","2644017","2662239","2626719","2668278","2419488","2419800","2420072","2420416","2419080","2417052","2668279","2644520","2662741","2626722","2668281","2668281","2670386","NA","2670284","2670486","2418309","2665699","NA","NA","NA","2617790","2417051","Hommel2002EXP01","0","18001","9","yes","1024"
"n","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","blue","yellow","green","red","legacy","0","uniform","0","0","z","NA","NA","2","NA","NA","NA","NA","2","0","41","0","0","0","0","NA","41","41","0","0","41","41","41","41","41","0","0","0","0","0","0","41","41","41","41","41","41","41","41","41","41","0","41","NA","NA","NA","2","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","d","NA","space","space","space","space","space","None","space","2001","4581","NA","309","269","341","757","405","2001","768","legacy","0","experiment","999","odd","NA","NA","2617789","NA","NA","NA","NA","NA","2613206","2671215","NA","NA","NA","2421173","NA","2672838","2671322","NA","2421173","2673838","2644017","2673840","2626719","2668278","2419488","2419800","2420072","2420416","2419080","2417052","2673841","2644520","2673843","2626722","2668281","2673843","2675948","NA","2675846","2676048","2418309","2671215","NA","NA","NA","2617790","2417051","Hommel2002EXP01","0","20002","10","yes","1024"
"y","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","yellow","red","blue","legacy","0","uniform","0","0","z","NA","NA","2","NA","NA","NA","NA","2","0","42","0","0","0","0","NA","42","42","0","0","42","42","42","42","42","0","0","0","0","0","0","42","42","42","42","42","42","42","42","42","42","0","42","NA","NA","NA","2","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","d","NA","space","space","space","space","space","None","space","2000","4581","NA","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","NA","2617789","NA","NA","NA","NA","NA","2613206","2676771","NA","NA","NA","2421173","NA","2678390","2676873","NA","2421173","2679390","2679392","2673840","2626719","2668278","2419488","2419800","2420072","2420416","2419080","2417052","2679893","2679895","2673843","2626722","2668281","2679896","2682000","NA","2681898","2682100","2418309","2676771","NA","NA","NA","2617790","2417051","Hommel2002EXP01","0","22002","11","yes","1024"
"y","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","yellow","green","blue","red","legacy","0","uniform","0","0","/","NA","NA","2","NA","NA","NA","NA","2","0","43","0","0","0","0","NA","43","43","0","0","43","43","43","43","43","0","0","0","0","0","0","43","43","43","43","43","43","43","43","43","43","0","43","NA","NA","NA","2","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","d","NA","space","space","space","space","space","None","space","2000","4581","NA","309","269","341","757","405","2000","768","legacy","0","experiment","999","odd","NA","NA","2617789","NA","NA","NA","NA","NA","2613206","2682834","NA","NA","NA","2421173","NA","2684451","2682937","NA","2421173","2685451","2679392","2673840","2685453","2668278","2419488","2419800","2420072","2420416","2419080","2417052","2685454","2679895","2673843","2685457","2668281","2685457","2687561","NA","2687459","2687661","2418309","2682834","NA","NA","NA","2617790","2417051","Hommel2002EXP01","0","24002","12","yes","1024"
"n","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","red","green","blue","yellow","legacy","0","uniform","0","0","z","NA","NA","2","NA","NA","NA","NA","2","0","44","0","0","0","0","NA","44","44","0","0","44","44","44","44","44","0","0","0","0","0","0","44","44","44","44","44","44","44","44","44","44","0","44","NA","NA","NA","2","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","d","NA","space","space","space","space","space","None","space","2000","4581","NA","309","269","341","757","405","2000","768","legacy","0","experiment","999","odd","NA","NA","2617789","NA","NA","NA","NA","NA","2613206","2688397","NA","NA","NA","2421173","NA","2690021","2688505","NA","2421173","2691021","2679392","2691023","2685453","2668278","2419488","2419800","2420072","2420416","2419080","2417052","2691024","2679895","2691026","2685457","2668281","2691027","2693131","NA","2693029","2693231","2418309","2688397","NA","NA","NA","2617790","2417051","Hommel2002EXP01","0","26002","13","yes","1024"
"y","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","red","green","yellow","legacy","0","uniform","0","0","/","NA","NA","2","NA","NA","NA","NA","2","0","45","0","0","0","0","NA","45","45","0","0","45","45","45","45","45","0","0","0","0","0","0","45","45","45","45","45","45","45","45","45","45","0","45","NA","NA","NA","2","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","d","NA","space","space","space","space","space","None","space","2000","4581","NA","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","NA","2617789","NA","NA","NA","NA","NA","2613206","2693968","NA","NA","NA","2421173","NA","2695598","2694080","NA","2421173","2696598","2679392","2691023","2696600","2668278","2419488","2419800","2420072","2420416","2419080","2417052","2697101","2679895","2691026","2697103","2668281","2697103","2699207","NA","2699105","2699307","2418309","2693968","NA","NA","NA","2617790","2417051","Hommel2002EXP01","0","28002","14","yes","1024"
"y","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","yellow","green","red","legacy","0","uniform","0","0","/","NA","NA","2","NA","NA","NA","NA","2","0","46","0","0","0","0","NA","46","46","0","0","46","46","46","46","46","0","0","0","0","0","0","46","46","46","46","46","46","46","46","46","46","0","46","NA","NA","NA","2","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","d","NA","space","space","space","space","space","None","space","2000","4581","NA","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","NA","2617789","NA","NA","NA","NA","NA","2613206","2700079","NA","NA","NA","2421173","NA","2701738","2700235","NA","2421173","2702738","2679392","2691023","2702740","2668278","2419488","2419800","2420072","2420416","2419080","2417052","2703241","2679895","2691026","2703243","2668281","2703244","2705348","NA","2705246","2705448","2418309","2700079","NA","NA","NA","2617790","2417051","Hommel2002EXP01","0","30002","15","yes","1024"
"y","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","yellow","blue","green","red","legacy","0","uniform","0","0","z","NA","NA","2","NA","NA","NA","NA","2","0","47","0","0","0","0","NA","47","47","0","0","47","47","47","47","47","0","0","0","0","0","0","47","47","47","47","47","47","47","47","47","47","0","47","NA","NA","NA","2","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","d","NA","space","space","space","space","space","None","space","2000","4581","NA","309","269","341","757","405","2000","768","legacy","0","experiment","999","odd","NA","NA","2617789","NA","NA","NA","NA","NA","2613206","2706167","NA","NA","NA","2421173","NA","2707797","2706281","NA","2421173","2708797","2708799","2691023","2702740","2668278","2419488","2419800","2420072","2420416","2419080","2417052","2708800","2708802","2691026","2703243","2668281","2708803","2710907","NA","2710805","2711007","2418309","2706167","NA","NA","NA","2617790","2417051","Hommel2002EXP01","0","32002","16","yes","1024"
"n","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","blue","red","yellow","legacy","0","uniform","0","0","/","NA","NA","3","NA","NA","NA","NA","3","0","48","0","0","0","0","NA","48","48","0","0","48","48","48","48","48","0","0","0","0","0","0","48","48","48","48","48","48","48","48","48","48","0","48","NA","NA","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","d","NA","space","space","space","space","space","None","space","2000","4581","NA","309","269","341","757","405","2000","768","legacy","0","experiment","999","odd","NA","NA","2711252","NA","NA","NA","NA","NA","2613206","2711936","NA","NA","NA","2421173","NA","2713550","2712031","NA","2421173","2714550","2708799","2691023","2702740","2714552","2419488","2419800","2420072","2420416","2419080","2417052","2714553","2708802","2691026","2703243","2714556","2714556","2716660","NA","2716558","2716760","2418309","2711935","NA","NA","NA","2711252","2417051","Hommel2002EXP01","0","2000","1","yes","1024"
"y","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","yellow","green","red","blue","legacy","0","uniform","0","0","z","NA","NA","3","NA","NA","NA","NA","3","0","49","0","0","0","0","NA","49","49","0","0","49","49","49","49","49","0","0","0","0","0","0","49","49","49","49","49","49","49","49","49","49","0","49","NA","NA","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","d","NA","space","space","space","space","space","None","space","2000","4581","NA","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","NA","2711252","NA","NA","NA","NA","NA","2613206","2717536","NA","NA","NA","2421173","NA","2719161","2717645","NA","2421173","2720161","2720163","2691023","2702740","2714552","2419488","2419800","2420072","2420416","2419080","2417052","2720664","2720666","2691026","2703243","2714556","2720667","2722771","NA","2722669","2722871","2418309","2717536","NA","NA","NA","2711252","2417051","Hommel2002EXP01","0","4000","2","yes","1024"
"y","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","red","yellow","blue","legacy","0","uniform","0","0","/","NA","NA","3","NA","NA","NA","NA","3","0","50","0","0","0","0","NA","50","50","0","0","50","50","50","50","50","0","0","0","0","0","0","50","50","50","50","50","50","50","50","50","50","0","50","NA","NA","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","d","NA","space","space","space","space","space","None","space","2000","4581","NA","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","NA","2711252","NA","NA","NA","NA","NA","2613206","2723609","NA","NA","NA","2421173","NA","2725243","2723724","NA","2421173","2726243","2720163","2691023","2726245","2714552","2419488","2419800","2420072","2420416","2419080","2417052","2726746","2720666","2691026","2726748","2714556","2726749","2728853","NA","2728751","2728953","2418309","2723609","NA","NA","NA","2711252","2417051","Hommel2002EXP01","0","6000","3","yes","1024"
"n","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","yellow","red","green","blue","legacy","0","uniform","0","0","z","NA","NA","3","NA","NA","NA","NA","3","0","51","0","0","0","0","NA","51","51","0","0","51","51","51","51","51","0","0","0","0","0","0","51","51","51","51","51","51","51","51","51","51","0","51","NA","NA","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","d","NA","space","space","space","space","space","None","space","2000","4581","NA","309","269","341","757","405","2000","768","legacy","0","experiment","999","odd","NA","NA","2711252","NA","NA","NA","NA","NA","2613206","2729878","NA","NA","NA","2421173","NA","2731512","2729994","NA","2421173","2732512","2720163","2732514","2726245","2714552","2419488","2419800","2420072","2420416","2419080","2417052","2732515","2720666","2732517","2726748","2714556","2732518","2734622","NA","2734520","2734722","2418309","2729878","NA","NA","NA","2711252","2417051","Hommel2002EXP01","0","8000","4","yes","1024"
"n","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","blue","yellow","red","legacy","0","uniform","0","0","z","NA","NA","3","NA","NA","NA","NA","3","0","52","0","0","0","0","NA","52","52","0","0","52","52","52","52","52","0","0","0","0","0","0","52","52","52","52","52","52","52","52","52","52","0","52","NA","NA","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","d","NA","space","space","space","space","space","None","space","2000","4581","NA","309","269","341","757","405","2000","768","legacy","0","experiment","999","odd","NA","NA","2711252","NA","NA","NA","NA","NA","2613206","2735474","NA","NA","NA","2421173","NA","2737137","2735635","NA","2421173","2738137","2720163","2738139","2726245","2714552","2419488","2419800","2420072","2420416","2419080","2417052","2738140","2720666","2738142","2726748","2714556","2738143","2740247","NA","2740145","2740347","2418309","2735474","NA","NA","NA","2711252","2417051","Hommel2002EXP01","0","10000","5","yes","1024"
"y","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","red","yellow","green","legacy","0","uniform","0","0","/","NA","NA","3","NA","NA","NA","NA","3","0","53","0","0","0","0","NA","53","53","0","0","53","53","53","53","53","0","0","0","0","0","0","53","53","53","53","53","53","53","53","53","53","0","53","NA","NA","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","d","NA","space","space","space","space","space","None","space","2001","4581","NA","309","269","341","757","405","2001","768","legacy","0","experiment","999","odd","NA","NA","2711252","NA","NA","NA","NA","NA","2613206","2741146","NA","NA","NA","2421173","NA","2742739","2741223","NA","2421173","2743739","2720163","2738139","2743741","2714552","2419488","2419800","2420072","2420416","2419080","2417052","2743742","2720666","2738142","2743744","2714556","2743744","2745849","NA","2745747","2745949","2418309","2741146","NA","NA","NA","2711252","2417051","Hommel2002EXP01","0","12001","6","yes","1024"
"y","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","red","blue","green","yellow","legacy","0","uniform","0","0","/","NA","NA","3","NA","NA","NA","NA","3","0","54","0","0","0","0","NA","54","54","0","0","54","54","54","54","54","0","0","0","0","0","0","54","54","54","54","54","54","54","54","54","54","0","54","NA","NA","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","d","NA","space","space","space","space","space","None","space","2000","4581","NA","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","NA","2711252","NA","NA","NA","NA","NA","2613206","2746689","NA","NA","NA","2421173","NA","2748302","2746786","NA","2421173","2749302","2720163","2738139","2749304","2714552","2419488","2419800","2420072","2420416","2419080","2417052","2749805","2720666","2738142","2749807","2714556","2749808","2751913","NA","2751810","2752013","2418309","2746689","NA","NA","NA","2711252","2417051","Hommel2002EXP01","0","14001","7","yes","1024"
"y","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","yellow","green","blue","red","legacy","0","uniform","0","0","z","NA","NA","3","NA","NA","NA","NA","3","0","55","0","0","0","0","NA","55","55","0","0","55","55","55","55","55","0","0","0","0","0","0","55","55","55","55","55","55","55","55","55","55","0","55","NA","NA","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","d","NA","space","space","space","space","space","None","space","2000","4581","NA","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","NA","2711252","NA","NA","NA","NA","NA","2613206","2752737","NA","NA","NA","2421173","NA","2754357","2752841","NA","2421173","2755357","2755359","2738139","2749304","2714552","2419488","2419800","2420072","2420416","2419080","2417052","2755859","2755861","2738142","2749807","2714556","2755862","2757966","NA","2757864","2758066","2418309","2752737","NA","NA","NA","2711252","2417051","Hommel2002EXP01","0","16001","8","yes","1024"
"n","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","red","blue","yellow","legacy","0","uniform","0","0","/","NA","NA","3","NA","NA","NA","NA","3","0","56","0","0","0","0","NA","56","56","0","0","56","56","56","56","56","0","0","0","0","0","0","56","56","56","56","56","56","56","56","56","56","0","56","NA","NA","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","d","NA","space","space","space","space","space","None","space","2000","4581","NA","309","269","341","757","405","2000","768","legacy","0","experiment","999","odd","NA","NA","2711252","NA","NA","NA","NA","NA","2613206","2758791","NA","NA","NA","2421173","NA","2760419","2758903","NA","2421173","2761419","2755359","2738139","2749304","2761421","2419488","2419800","2420072","2420416","2419080","2417052","2761422","2755861","2738142","2749807","2761424","2761425","2763529","NA","2763427","2763629","2418309","2758791","NA","NA","NA","2711252","2417051","Hommel2002EXP01","0","18001","9","yes","1024"
"y","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","red","yellow","blue","legacy","0","uniform","0","0","z","NA","NA","3","NA","NA","NA","NA","3","0","57","0","0","0","0","NA","57","57","0","0","57","57","57","57","57","0","0","0","0","0","0","57","57","57","57","57","57","57","57","57","57","0","57","NA","NA","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","d","NA","space","space","space","space","space","None","space","2001","4581","NA","309","269","341","757","405","2001","768","legacy","0","experiment","999","odd","NA","NA","2711252","NA","NA","NA","NA","NA","2613206","2764363","NA","NA","NA","2421173","NA","2766010","2764491","NA","2421173","2767011","2767013","2738139","2749304","2761421","2419488","2419800","2420072","2420416","2419080","2417052","2767014","2767016","2738142","2749807","2761424","2767016","2769121","NA","2769019","2769221","2418309","2764363","NA","NA","NA","2711252","2417051","Hommel2002EXP01","0","20002","10","yes","1024"
"n","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","red","yellow","green","blue","legacy","0","uniform","0","0","z","NA","NA","3","NA","NA","NA","NA","3","0","58","0","0","0","0","NA","58","58","0","0","58","58","58","58","58","0","0","0","0","0","0","58","58","58","58","58","58","58","58","58","58","0","58","NA","NA","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","d","NA","space","space","space","space","space","None","space","2000","4581","NA","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","NA","2711252","NA","NA","NA","NA","NA","2613206","2769963","NA","NA","NA","2421173","NA","2771641","2770123","NA","2421173","2772642","2767013","2772644","2749304","2761421","2419488","2419800","2420072","2420416","2419080","2417052","2773144","2767016","2773146","2749807","2761424","2773147","2775251","NA","2775149","2775351","2418309","2769963","NA","NA","NA","2711252","2417051","Hommel2002EXP01","0","22002","11","yes","1024"
"y","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","yellow","red","green","blue","legacy","0","uniform","0","0","/","NA","NA","3","NA","NA","NA","NA","3","0","59","0","0","0","0","NA","59","59","0","0","59","59","59","59","59","0","0","0","0","0","0","59","59","59","59","59","59","59","59","59","59","0","59","NA","NA","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","yes","0","None","d","NA","space","space","space","space","space","None","space","2003","4581","NA","309","269","341","757","405","2003","768","legacy","0","experiment","999","odd","NA","NA","2711252","NA","NA","NA","NA","NA","2613206","2776121","NA","NA","NA","2421173","NA","2777811","2776309","NA","2421173","2778811","2767013","2772644","2778813","2761421","2419488","2419800","2420072","2420416","2419080","2417052","2778814","2767016","2773146","2778816","2761424","2778816","2780924","NA","2780822","2781024","2418309","2776121","NA","NA","NA","2711252","2417051","Hommel2002EXP01","0","24005","12","yes","1024"
