"Compatibility","EXPA","EXPB","Shape","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color1","color2","color3","color4","color_backend","compensation","coordinates","correct","correct_Target_response","correct_response","count_Block_Break","count_Block_EXPERIMENT_A","count_Block_EXPERIMENT_B","count_Block_Parctice_B","count_Block_Practice_A","count_Block_reset_EXPERIMENT_A","count_Block_reset_EXPERIMENT_B","count_Block_reset_Practice_A","count_Block_reset_Practice_B","count_Break","count_Decide_Color","count_EXPERIMENT_A","count_EXPERIMENT_B","count_EXP_A","count_EXP_B","count_Initial","count_Intertrial","count_Practice_A","count_Practice_B","count_Prepare","count_Prepare_circle_compatible","count_Prepare_circle_incompatible","count_Prepare_rect_compatible","count_Prepare_rect_incompatible","count_Procedure_Ins01","count_Procedure_Ins02","count_Procedure_Ins03","count_Ready","count_Response_Ins","count_Select_Experiment","count_Target","count_Target_circle_compatible","count_Target_circle_incompatible","count_Target_rect_compatible","count_Target_rect_incompatible","count_Target_response","count_Target_response_BadResponse","count_Target_response_Correct","count_Target_response_Wrong","count_Target_response_logger","count_Title","count_Trial","count_Trial_EXPERIMENT_A","count_Trial_EXPERIMENT_B","count_Trial_Practice_A","count_Trial_Practice_B","count_experiment","datetime","description","font_bold","font_family","font_italic","font_size","foreground","form_response","height","keyboard_backend","logfile","mouse_backend","opensesame_codename","opensesame_version","practice","repeat_cycle","response","response_Block_Break","response_Break","response_Procedure_Ins01","response_Procedure_Ins02","response_Procedure_Ins03","response_Ready","response_Response_Ins","response_Target_response","response_Title","response_time","response_time_Block_Break","response_time_Break","response_time_Procedure_Ins01","response_time_Procedure_Ins02","response_time_Procedure_Ins03","response_time_Ready","response_time_Response_Ins","response_time_Target_response","response_time_Title","sampler_backend","soa","start","subject_nr","subject_parity","time_Block_Break","time_Block_EXPERIMENT_A","time_Block_EXPERIMENT_B","time_Block_Parctice_B","time_Block_Practice_A","time_Block_reset_EXPERIMENT_A","time_Block_reset_EXPERIMENT_B","time_Block_reset_Practice_A","time_Block_reset_Practice_B","time_Break","time_Decide_Color","time_EXPERIMENT_A","time_EXPERIMENT_B","time_EXP_A","time_EXP_B","time_Initial","time_Intertrial","time_Practice_A","time_Practice_B","time_Prepare","time_Prepare_circle_compatible","time_Prepare_circle_incompatible","time_Prepare_rect_compatible","time_Prepare_rect_incompatible","time_Procedure_Ins01","time_Procedure_Ins02","time_Procedure_Ins03","time_Ready","time_Response_Ins","time_Select_Experiment","time_Target","time_Target_circle_compatible","time_Target_circle_incompatible","time_Target_rect_compatible","time_Target_rect_incompatible","time_Target_response","time_Target_response_BadResponse","time_Target_response_Correct","time_Target_response_Wrong","time_Target_response_logger","time_Title","time_Trial","time_Trial_EXPERIMENT_A","time_Trial_EXPERIMENT_B","time_Trial_Practice_A","time_Trial_Practice_B","time_experiment","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"y","no","yes","rect","100","100","984","984","black","no","xpyriment","legacy","green","red","yellow","blue","legacy","0","uniform","1","1","/","1","NA","NA","2","NA","NA","NA","NA","2","0","39","0","0","0","0","39","39","0","0","39","39","39","39","39","0","0","0","0","0","0","39","39","39","39","39","39","39","39","39","39","0","39","NA","NA","NA","2","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","/","NA","space","/","space","/","/","/","/","space","920","NA","11327","3046","3539","9133","9036","2899","920","35386","legacy","500","experiment","1","odd","NA","NA","NA","503577","NA","NA","NA","NA","NA","492243","563154","NA","NA","NA","232454","564985","563434","NA","232454","565985","557759","541705","565989","549928","207677","210730","214276","223416","204752","9878","566489","558263","542209","566493","550433","566493","259519","567419","259416","567520","169214","563153","NA","NA","NA","503577","9702","Hommel2002EXP01","8","7872","8","yes","1024"
"y","no","yes","rect","100","100","1007","1007","black","no","xpyriment","legacy","yellow","green","red","blue","legacy","0","uniform","1","1","/","1","NA","NA","2","NA","NA","NA","NA","2","0","40","0","0","0","0","40","40","0","0","40","40","40","40","40","0","0","0","0","0","0","40","40","40","40","40","40","40","40","40","40","0","40","NA","NA","NA","2","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","/","NA","space","/","space","/","/","/","/","space","1199","NA","11327","3046","3539","9133","9036","2899","1199","35386","legacy","0","experiment","1","odd","NA","NA","NA","503577","NA","NA","NA","NA","NA","492243","571739","NA","NA","NA","232454","573707","572204","NA","232454","574707","557759","541705","574711","549928","207677","210730","214276","223416","204752","9878","574711","558263","542209","574715","550433","574716","259519","575921","259416","576021","169214","571738","NA","NA","NA","503577","9702","Hommel2002EXP01","9","9071","9","yes","1024"
"y","no","yes","circle","90","90","1107","1107","black","no","xpyriment","legacy","red","yellow","blue","green","legacy","0","uniform","0","0","z","1","NA","NA","2","NA","NA","NA","NA","2","0","41","0","0","0","0","41","41","0","0","41","41","41","41","41","0","0","0","0","0","0","41","41","41","41","41","41","41","41","41","41","0","41","NA","NA","NA","2","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","None","NA","space","/","space","/","/","/","None","space","2000","NA","11327","3046","3539","9133","9036","2899","2000","35386","legacy","0","experiment","1","odd","NA","NA","NA","503577","NA","NA","NA","NA","NA","492243","579157","NA","NA","NA","232454","580877","579336","NA","232454","581877","581881","541705","574711","549928","207677","210730","214276","223416","204752","9878","581881","581885","542209","574715","550433","581886","584008","575921","583891","584109","169214","579157","NA","NA","NA","503577","9702","Hommel2002EXP01","9","11071","10","yes","1024"
"n","no","yes","circle","90.9090909091","90.9090909091","1095","1095","black","no","xpyriment","legacy","blue","red","yellow","green","legacy","0","uniform","1","1","z","1","NA","NA","2","NA","NA","NA","NA","2","0","42","0","0","0","0","42","42","0","0","42","42","42","42","42","0","0","0","0","0","0","42","42","42","42","42","42","42","42","42","42","0","42","NA","NA","NA","2","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","space","/","space","/","/","/","z","space","975","NA","11327","3046","3539","9133","9036","2899","975","35386","legacy","0","experiment","1","odd","NA","NA","NA","503577","NA","NA","NA","NA","NA","492243","588332","NA","NA","NA","232454","590120","588566","NA","232454","591121","581881","591125","574711","549928","207677","210730","214276","223416","204752","9878","591126","581885","591130","574715","550433","591131","584008","592113","583891","592213","169214","588331","NA","NA","NA","503577","9702","Hommel2002EXP01","10","12046","11","yes","1024"
"y","no","yes","circle","91.6666666667","91.6666666667","1087","1087","black","no","xpyriment","legacy","red","green","blue","yellow","legacy","0","uniform","1","1","z","1","NA","NA","2","NA","NA","NA","NA","2","0","43","0","0","0","0","43","43","0","0","43","43","43","43","43","0","0","0","0","0","0","43","43","43","43","43","43","43","43","43","43","0","43","NA","NA","NA","2","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","space","/","space","/","/","/","z","space","1000","NA","11327","3046","3539","9133","9036","2899","1000","35386","legacy","0","experiment","1","odd","NA","NA","NA","503577","NA","NA","NA","NA","NA","492243","596558","NA","NA","NA","232454","598299","596752","NA","232454","599300","599304","591125","574711","549928","207677","210730","214276","223416","204752","9878","599305","599309","591130","574715","550433","599310","584008","600317","583891","600417","169214","596557","NA","NA","NA","503577","9702","Hommel2002EXP01","11","13046","12","yes","1024"
"n","no","yes","circle","92.3076923077","92.3076923077","1064","1064","black","no","xpyriment","legacy","red","blue","green","yellow","legacy","0","uniform","1","1","z","1","NA","NA","2","NA","NA","NA","NA","2","0","44","0","0","0","0","44","44","0","0","44","44","44","44","44","0","0","0","0","0","0","44","44","44","44","44","44","44","44","44","44","0","44","NA","NA","NA","2","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","space","/","space","/","/","/","z","space","793","NA","11327","3046","3539","9133","9036","2899","793","35386","legacy","500","experiment","1","odd","NA","NA","NA","503577","NA","NA","NA","NA","NA","492243","604411","NA","NA","NA","232454","606110","604564","NA","232454","607111","599304","607115","574711","549928","207677","210730","214276","223416","204752","9878","607615","599309","607619","574715","550433","607619","584008","608417","583891","608518","169214","604410","NA","NA","NA","503577","9702","Hommel2002EXP01","12","13839","13","yes","1024"
"y","no","yes","circle","92.8571428571","92.8571428571","1068","1068","black","no","xpyriment","legacy","blue","yellow","red","green","legacy","0","uniform","1","1","z","1","NA","NA","2","NA","NA","NA","NA","2","0","45","0","0","0","0","45","45","0","0","45","45","45","45","45","0","0","0","0","0","0","45","45","45","45","45","45","45","45","45","45","0","45","NA","NA","NA","2","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","space","/","space","/","/","/","z","space","1114","NA","11327","3046","3539","9133","9036","2899","1114","35386","legacy","500","experiment","1","odd","NA","NA","NA","503577","NA","NA","NA","NA","NA","492243","612801","NA","NA","NA","232454","614484","612937","NA","232454","615484","615489","607115","574711","549928","207677","210730","214276","223416","204752","9878","615989","615995","607619","574715","550433","615995","584008","617116","583891","617217","169214","612800","NA","NA","NA","503577","9702","Hommel2002EXP01","13","14953","14","yes","1024"
"n","no","yes","rect","93.3333333333","93.3333333333","1050","1050","black","no","xpyriment","legacy","green","yellow","blue","red","legacy","0","uniform","1","1","/","1","NA","NA","2","NA","NA","NA","NA","2","0","46","0","0","0","0","46","46","0","0","46","46","46","46","46","0","0","0","0","0","0","46","46","46","46","46","46","46","46","46","46","0","46","NA","NA","NA","2","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","/","NA","space","/","space","/","/","/","/","space","802","NA","11327","3046","3539","9133","9036","2899","802","35386","legacy","500","experiment","1","odd","NA","NA","NA","503577","NA","NA","NA","NA","NA","492243","621608","NA","NA","NA","232454","623447","621944","NA","232454","624447","615489","607115","574711","624451","207677","210730","214276","223416","204752","9878","624951","615995","607619","574715","624955","624955","584008","625764","583891","625864","169214","621608","NA","NA","NA","503577","9702","Hommel2002EXP01","14","15755","15","yes","1024"
"y","no","yes","rect","93.75","93.75","1032","1032","black","no","xpyriment","legacy","yellow","green","blue","red","legacy","0","uniform","1","1","/","1","NA","NA","2","NA","NA","NA","NA","2","0","47","0","0","0","0","47","47","0","0","47","47","47","47","47","0","0","0","0","0","0","47","47","47","47","47","47","47","47","47","47","0","47","NA","NA","NA","2","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","/","NA","space","/","space","/","/","/","/","space","763","NA","11327","3046","3539","9133","9036","2899","763","35386","legacy","500","experiment","1","odd","NA","NA","NA","503577","NA","NA","NA","NA","NA","492243","629786","NA","NA","NA","232454","631466","629919","NA","232454","632467","615489","607115","632471","624451","207677","210730","214276","223416","204752","9878","632971","615995","607619","632975","624955","632976","584008","633745","583891","633845","169214","629785","NA","NA","NA","503577","9702","Hommel2002EXP01","15","16518","16","yes","1024"
"n","no","yes","rect","100","100","1002","1002","black","no","xpyriment","legacy","yellow","green","blue","red","legacy","0","uniform","1","1","/","1","NA","NA","3","NA","NA","NA","NA","3","0","48","0","0","0","0","48","48","0","0","48","48","48","48","48","0","0","0","0","0","0","48","48","48","48","48","48","48","48","48","48","0","48","NA","NA","NA","3","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","/","NA","space","/","space","/","/","/","/","space","1002","NA","11327","3046","3539","9133","9036","2899","1002","35386","legacy","0","experiment","1","odd","NA","NA","NA","633938","NA","NA","NA","NA","NA","492243","637690","NA","NA","NA","232454","639517","637973","NA","232454","640517","615489","607115","632471","640521","207677","210730","214276","223416","204752","9878","640521","615995","607619","632975","640525","640525","584008","641532","583891","641633","169214","637690","NA","NA","NA","633938","9702","Hommel2002EXP01","1","1002","1","yes","1024"
"y","no","yes","rect","100","100","906","906","black","no","xpyriment","legacy","yellow","blue","red","green","legacy","0","uniform","1","1","/","1","NA","NA","3","NA","NA","NA","NA","3","0","49","0","0","0","0","49","49","0","0","49","49","49","49","49","0","0","0","0","0","0","49","49","49","49","49","49","49","49","49","49","0","49","NA","NA","NA","3","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","/","NA","space","/","space","/","/","/","/","space","810","NA","11327","3046","3539","9133","9036","2899","810","35386","legacy","0","experiment","1","odd","NA","NA","NA","633938","NA","NA","NA","NA","NA","492243","645514","NA","NA","NA","232454","647319","645770","NA","232454","648320","615489","607115","648324","640521","207677","210730","214276","223416","204752","9878","648324","615995","607619","648328","640525","648329","584008","649145","583891","649245","169214","645513","NA","NA","NA","633938","9702","Hommel2002EXP01","2","1812","2","yes","1024"
"y","no","yes","circle","100","100","925","925","black","no","xpyriment","legacy","blue","green","yellow","red","legacy","0","uniform","1","1","z","1","NA","NA","3","NA","NA","NA","NA","3","0","50","0","0","0","0","50","50","0","0","50","50","50","50","50","0","0","0","0","0","0","50","50","50","50","50","50","50","50","50","50","0","50","NA","NA","NA","3","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","space","/","space","/","/","/","z","space","965","NA","11327","3046","3539","9133","9036","2899","965","35386","legacy","500","experiment","1","odd","NA","NA","NA","633938","NA","NA","NA","NA","NA","492243","653382","NA","NA","NA","232454","655105","653558","NA","232454","656105","656109","607115","648324","640521","207677","210730","214276","223416","204752","9878","656609","656613","607619","648328","640525","656613","584008","657584","583891","657684","169214","653381","NA","NA","NA","633938","9702","Hommel2002EXP01","3","2777","3","yes","1024"
"n","no","yes","circle","100","100","895","895","black","no","xpyriment","legacy","blue","green","yellow","red","legacy","0","uniform","1","1","z","1","NA","NA","3","NA","NA","NA","NA","3","0","51","0","0","0","0","51","51","0","0","51","51","51","51","51","0","0","0","0","0","0","51","51","51","51","51","51","51","51","51","51","0","51","NA","NA","NA","3","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","space","/","space","/","/","/","z","space","806","NA","11327","3046","3539","9133","9036","2899","806","35386","legacy","500","experiment","1","odd","NA","NA","NA","633938","NA","NA","NA","NA","NA","492243","661916","NA","NA","NA","232454","663622","662081","NA","232454","664622","656109","664626","648324","640521","207677","210730","214276","223416","204752","9878","665126","656613","665130","648328","640525","665130","584008","665943","583891","666043","169214","661915","NA","NA","NA","633938","9702","Hommel2002EXP01","4","3583","4","yes","1024"
"y","no","yes","circle","100","100","913","913","black","no","xpyriment","legacy","yellow","red","green","blue","legacy","0","uniform","1","1","z","1","NA","NA","3","NA","NA","NA","NA","3","0","52","0","0","0","0","52","52","0","0","52","52","52","52","52","0","0","0","0","0","0","52","52","52","52","52","52","52","52","52","52","0","52","NA","NA","NA","3","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","space","/","space","/","/","/","z","space","983","NA","11327","3046","3539","9133","9036","2899","983","35386","legacy","500","experiment","1","odd","NA","NA","NA","633938","NA","NA","NA","NA","NA","492243","670073","NA","NA","NA","232454","671810","670273","NA","232454","672811","672815","664626","648324","640521","207677","210730","214276","223416","204752","9878","673315","673319","665130","648328","640525","673320","584008","674309","583891","674409","169214","670073","NA","NA","NA","633938","9702","Hommel2002EXP01","5","4566","5","yes","1024"
"n","no","yes","circle","83.3333333333","83.3333333333","1094","1094","black","no","xpyriment","legacy","yellow","green","blue","red","legacy","0","uniform","0","0","z","1","NA","NA","3","NA","NA","NA","NA","3","0","53","0","0","0","0","53","53","0","0","53","53","53","53","53","0","0","0","0","0","0","53","53","53","53","53","53","53","53","53","53","0","53","NA","NA","NA","3","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","None","NA","space","/","space","/","/","/","None","space","2001","NA","11327","3046","3539","9133","9036","2899","2001","35386","legacy","0","experiment","1","odd","NA","NA","NA","633938","NA","NA","NA","NA","NA","492243","678495","NA","NA","NA","232454","680535","679031","NA","232454","681536","672815","681539","648324","640521","207677","210730","214276","223416","204752","9878","681540","673319","681544","648328","640525","681544","683653","674309","683550","683753","169214","678495","NA","NA","NA","633938","9702","Hommel2002EXP01","5","6567","6","yes","1024"
"y","no","yes","rect","85.7142857143","85.7142857143","1024","1024","black","no","xpyriment","legacy","yellow","red","green","blue","legacy","0","uniform","1","1","/","1","NA","NA","3","NA","NA","NA","NA","3","0","54","0","0","0","0","54","54","0","0","54","54","54","54","54","0","0","0","0","0","0","54","54","54","54","54","54","54","54","54","54","0","54","NA","NA","NA","3","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","/","NA","space","/","space","/","/","/","/","space","605","NA","11327","3046","3539","9133","9036","2899","605","35386","legacy","500","experiment","1","odd","NA","NA","NA","633938","NA","NA","NA","NA","NA","492243","687326","NA","NA","NA","232454","689017","687470","NA","232454","690017","672815","681539","690021","640521","207677","210730","214276","223416","204752","9878","690521","673319","681544","690525","640525","690525","683653","691136","683550","691236","169214","687325","NA","NA","NA","633938","9702","Hommel2002EXP01","6","7172","7","yes","1024"
"n","no","yes","rect","87.5","87.5","1013","1013","black","no","xpyriment","legacy","green","blue","red","yellow","legacy","0","uniform","1","1","/","1","NA","NA","3","NA","NA","NA","NA","3","0","55","0","0","0","0","55","55","0","0","55","55","55","55","55","0","0","0","0","0","0","55","55","55","55","55","55","55","55","55","55","0","55","NA","NA","NA","3","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","/","NA","space","/","space","/","/","/","/","space","935","NA","11327","3046","3539","9133","9036","2899","935","35386","legacy","500","experiment","1","odd","NA","NA","NA","633938","NA","NA","NA","NA","NA","492243","695023","NA","NA","NA","232454","696847","695303","NA","232454","697848","672815","681539","690021","697852","207677","210730","214276","223416","204752","9878","698352","673319","681544","690525","698356","698356","683653","699296","683550","699396","169214","695023","NA","NA","NA","633938","9702","Hommel2002EXP01","7","8107","8","yes","1024"
"y","no","yes","circle","88.8888888889","88.8888888889","1033","1033","black","no","xpyriment","legacy","blue","red","green","yellow","legacy","0","uniform","1","1","z","1","NA","NA","3","NA","NA","NA","NA","3","0","56","0","0","0","0","56","56","0","0","56","56","56","56","56","0","0","0","0","0","0","56","56","56","56","56","56","56","56","56","56","0","56","NA","NA","NA","3","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","space","/","space","/","/","/","z","space","1198","NA","11327","3046","3539","9133","9036","2899","1198","35386","legacy","0","experiment","1","odd","NA","NA","NA","633938","NA","NA","NA","NA","NA","492243","703407","NA","NA","NA","232454","705230","703684","NA","232454","706230","706234","681539","690021","697852","207677","210730","214276","223416","204752","9878","706235","706239","681544","690525","698356","706239","683653","707443","683550","707543","169214","703407","NA","NA","NA","633938","9702","Hommel2002EXP01","8","9305","9","yes","1024"
"n","no","yes","rect","90","90","1034","1034","black","no","xpyriment","legacy","red","yellow","green","blue","legacy","0","uniform","1","1","/","1","NA","NA","3","NA","NA","NA","NA","3","0","57","0","0","0","0","57","57","0","0","57","57","57","57","57","0","0","0","0","0","0","57","57","57","57","57","57","57","57","57","57","0","57","NA","NA","NA","3","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","/","NA","space","/","space","/","/","/","/","space","1036","NA","11327","3046","3539","9133","9036","2899","1036","35386","legacy","0","experiment","1","odd","NA","NA","NA","633938","NA","NA","NA","NA","NA","492243","711704","NA","NA","NA","232454","713520","711972","NA","232454","714520","706234","681539","690021","714524","207677","210730","214276","223416","204752","9878","714524","706239","681544","690525","714528","714528","683653","715569","683550","715670","169214","711703","NA","NA","NA","633938","9702","Hommel2002EXP01","9","10341","10","yes","1024"
"y","no","yes","rect","90.9090909091","90.9090909091","1024","1024","black","no","xpyriment","legacy","green","red","blue","yellow","legacy","0","uniform","1","1","/","1","NA","NA","3","NA","NA","NA","NA","3","0","58","0","0","0","0","58","58","0","0","58","58","58","58","58","0","0","0","0","0","0","58","58","58","58","58","58","58","58","58","58","0","58","NA","NA","NA","3","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","/","NA","space","/","space","/","/","/","/","space","927","NA","11327","3046","3539","9133","9036","2899","927","35386","legacy","500","experiment","1","odd","NA","NA","NA","633938","NA","NA","NA","NA","NA","492243","719681","NA","NA","NA","232454","721489","719985","NA","232454","722489","706234","681539","722493","714524","207677","210730","214276","223416","204752","9878","722993","706239","681544","722997","714528","722997","683653","723930","683550","724030","169214","719681","NA","NA","NA","633938","9702","Hommel2002EXP01","10","11268","11","yes","1024"
"n","no","yes","rect","91.6666666667","91.6666666667","993","993","black","no","xpyriment","legacy","green","red","blue","yellow","legacy","0","uniform","1","1","/","1","NA","NA","3","NA","NA","NA","NA","3","0","59","0","0","0","0","59","59","0","0","59","59","59","59","59","0","0","0","0","0","0","59","59","59","59","59","59","59","59","59","59","0","59","NA","NA","NA","3","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","/","NA","space","/","space","/","/","/","/","space","658","NA","11327","3046","3539","9133","9036","2899","658","35386","legacy","500","experiment","1","odd","NA","NA","NA","633938","NA","NA","NA","NA","NA","492243","727933","NA","NA","NA","232454","729624","728082","NA","232454","730624","706234","681539","722493","730628","207677","210730","214276","223416","204752","9878","731128","706239","681544","722997","731132","731132","683653","731796","683550","731896","169214","727933","NA","NA","NA","633938","9702","Hommel2002EXP01","11","11926","12","yes","1024"
"n","no","yes","circle","92.3076923077","92.3076923077","985","985","black","no","xpyriment","legacy","yellow","green","red","blue","legacy","0","uniform","1","1","z","1","NA","NA","3","NA","NA","NA","NA","3","0","60","0","0","0","0","60","60","0","0","60","60","60","60","60","0","0","0","0","0","0","60","60","60","60","60","60","60","60","60","60","0","60","NA","NA","NA","3","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","space","/","space","/","/","/","z","space","882","NA","11327","3046","3539","9133","9036","2899","882","35386","legacy","500","experiment","1","odd","NA","NA","NA","633938","NA","NA","NA","NA","NA","492243","735753","NA","NA","NA","232454","737578","736034","NA","232454","738579","706234","738583","722493","730628","207677","210730","214276","223416","204752","9878","739083","706239","739087","722997","731132","739087","683653","739975","683550","740076","169214","735753","NA","NA","NA","633938","9702","Hommel2002EXP01","12","12808","13","yes","1024"
"y","no","yes","circle","92.8571428571","92.8571428571","963","963","black","no","xpyriment","legacy","blue","red","green","yellow","legacy","0","uniform","1","1","z","1","NA","NA","3","NA","NA","NA","NA","3","0","61","0","0","0","0","61","61","0","0","61","61","61","61","61","0","0","0","0","0","0","61","61","61","61","61","61","61","61","61","61","0","61","NA","NA","NA","3","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","z","NA","space","/","space","/","/","/","z","space","686","NA","11327","3046","3539","9133","9036","2899","686","35386","legacy","0","experiment","1","odd","NA","NA","NA","633938","NA","NA","NA","NA","NA","492243","743893","NA","NA","NA","232454","745656","744114","NA","232454","746656","746661","738583","722493","730628","207677","210730","214276","223416","204752","9878","746661","746666","739087","722997","731132","746666","683653","747359","683550","747459","169214","743893","NA","NA","NA","633938","9702","Hommel2002EXP01","13","13494","14","yes","1024"
"y","no","yes","rect","93.3333333333","93.3333333333","960","960","black","no","xpyriment","legacy","green","blue","red","yellow","legacy","0","uniform","1","1","/","1","NA","NA","3","NA","NA","NA","NA","3","0","62","0","0","0","0","62","62","0","0","62","62","62","62","62","0","0","0","0","0","0","62","62","62","62","62","62","62","62","62","62","0","62","NA","NA","NA","3","0","01/04/16 20:11:09","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","C:/Users/Evonne/Desktop/test/Compatibility/3_Data Collection/RAW/A-4.csv","xpyriment","Interactive Ising","3.0.2","yes","0","/","NA","space","/","space","/","/","/","/","space","907","NA","11327","3046","3539","9133","9036","2899","907","35386","legacy","0","experiment","1","odd","NA","NA","NA","633938","NA","NA","NA","NA","NA","492243","751576","NA","NA","NA","232454","753281","751736","NA","232454","754282","746661","738583","754286","730628","207677","210730","214276","223416","204752","9878","754286","746666","739087","754291","731132","754291","683653","755203","683550","755303","169214","751576","NA","NA","NA","633938","9702","Hommel2002EXP01","14","14401","15","yes","1024"
